"full_name","a","e","i","om","w","q","ad","per_y","data_arc","condition_code","n_obs_used","n_del_obs_used","n_dop_obs_used","H"
"413577 (2005 UL5)",0.9362,0.5697,14.32,58.86,127.80,0.403,1.47,0.906,6565,0,389,4,2,20.34
"413989 (2007 EL88)",1.12,0.5218,30.84,198.44,116.16,0.535,1.70,1.18,5783,0,247,,,19.07
"414286 (2008 OC6)",0.9231,0.1992,21.85,177.57,295.86,0.739,1.11,0.887,5168,0,527,,,18.59
"414287 (2008 OB9)",3.203,0.7597,13.50,202.70,238.56,0.770,5.64,5.73,4671,0,329,,,17.73
"414990 (2011 EM51)",1.321,0.3353,1.86,134.15,142.26,0.878,1.76,1.52,3503,0,272,,,21.90
"415029 (2011 UL21)",2.123,0.6536,34.89,275.32,285.00,0.735,3.51,3.09,12753,0,3557,3,0,15.94
"415713 (1998 XX2)",0.7411,0.3677,6.97,74.38,153.09,0.469,1.01,0.638,9081,0,432,,,20.00
"415745 (2000 GV147)",1.747,0.4570,10.56,68.64,216.11,0.948,2.54,2.31,11169,0,252,,,19.34
"416151 (2002 RQ25)",1.112,0.3064,4.57,10.46,225.74,0.771,1.45,1.17,7392,0,316,5,1,20.68
"416195 (2002 TR190)",1.077,0.1599,26.92,24.21,104.79,0.905,1.25,1.12,7514,0,297,,,19.44
"416591 (2004 LC2)",1.865,0.7347,10.98,84.25,290.72,0.495,3.24,2.55,5765,0,761,,,18.66
"416801 (2005 GC120)",1.193,0.4974,16.54,67.93,258.31,0.600,1.79,1.3,6877,0,347,0,1,19.65
"417211 (2005 XL80)",1.727,0.4872,10.91,53.31,143.78,0.886,2.57,2.27,6764,0,398,2,1,18.25
"417217 (2005 YS)",0.7111,0.5504,19.60,288.59,327.92,0.320,1.10,0.6,6598,0,357,,,19.52
"417419 (2006 KL21)",1.199,0.1274,9.35,117.19,214.19,1.046,1.35,1.31,6181,0,214,,,20.92
"417612 (2006 WQ29)",1.601,0.3938,8.07,111.97,136.61,0.971,2.23,2.03,7968,1,176,,,18.44
"417634 (2006 XG1)",2.458,0.5958,20.50,38.46,344.14,0.994,3.92,3.85,2956,0,171,,,18.57
"417816 (2007 FA)",1.25,0.2657,16.33,156.40,135.44,0.918,1.58,1.4,7977,0,184,,,20.27
"417871 (2007 MB24)",1.876,0.6999,47.71,271.11,269.13,0.563,3.19,2.57,11262,0,322,,,18.32
"417949 (2007 TB23)",1.262,0.1977,38.29,40.10,173.86,1.013,1.51,1.42,6210,0,290,,,18.74
"418094 (2007 WV4)",1.486,0.4407,38.34,249.86,297.67,0.831,2.14,1.81,4026,0,375,7,3,19.67
"418135 (2008 AG33)",1.459,0.3367,16.01,38.29,155.54,0.968,1.95,1.76,7673,0,166,2,1,19.36
"418416 (2008 LV16)",2.089,0.6255,4.72,236.47,121.97,0.782,3.40,3.02,5688,0,388,,,20.30
"418849 (2008 WM64)",1.006,0.1064,33.52,91.43,256.77,0.899,1.11,1.01,5526,0,329,3,3,20.47
"419472 (2010 DW1)",1.225,0.2002,23.77,157.11,9.65,0.980,1.47,1.36,6957,0,317,,,19.99
"419624 (2010 SO16)",1.004,0.0754,14.51,40.35,109.24,0.928,1.08,1.01,4472,0,350,,,20.44
"419880 (2011 AH37)",2.548,0.6721,9.66,102.04,322.40,0.836,4.26,4.07,4561,0,190,,,19.83
"420210 (2011 HF)",1.284,0.2346,10.62,204.88,149.66,0.982,1.58,1.45,4742,0,226,,,20.44
"422686 (2000 AC6)",0.8537,0.2864,4.70,101.36,188.07,0.609,1.10,0.789,8040,0,310,,,21.63
"422699 (2000 PD3)",1.999,0.5920,7.70,298.64,110.23,0.815,3.18,2.83,8630,0,528,,,18.28
"422787 (2001 WS1)",2.591,0.6184,13.24,1.29,5.23,0.989,4.19,4.17,9330,0,1343,,,17.03
"423321 (2005 ED318)",1.85,0.4501,2.39,82.04,164.35,1.018,2.68,2.52,7288,0,615,1,1,20.90
"423709 (2006 BQ6)",1.472,0.4049,13.00,307.62,304.80,0.876,2.07,1.79,6825,0,617,2,0,19.75
"424482 (2008 DG5)",1.255,0.2426,5.71,244.01,59.72,0.951,1.56,1.41,7644,0,286,,,19.68
"425755 (2011 CP4)",0.9116,0.8703,9.47,147.98,159.93,0.118,1.71,0.87,8057,0,151,4,7,21.16
"428209 (2006 VC)",1.942,0.4920,12.25,87.53,19.22,0.986,2.90,2.71,3089,0,187,,,20.12
"429094 (2009 SG2)",1.121,0.1702,25.98,9.07,252.98,0.930,1.31,1.19,4788,0,190,,,20.06
"429584 (2011 EU29)",2.503,0.6999,2.57,177.14,251.23,0.751,4.25,3.96,4401,0,454,,,19.80
"430440 (2000 OH)",2.421,0.5931,18.75,283.62,355.55,0.985,3.86,3.77,8545,0,383,,,17.67
"430544 (2002 GM2)",2.201,0.8068,3.35,338.95,84.77,0.425,3.98,3.26,8099,0,146,,,18.76
"430804 (2005 AD13)",1.949,0.7549,12.38,102.74,263.66,0.478,3.42,2.72,6985,0,705,,,17.89
"433953 (1997 XR2)",1.076,0.2008,7.19,250.66,84.65,0.860,1.29,1.12,7014,0,427,6,2,20.96
"434096 (2002 GO5)",1.896,0.7679,13.77,22.60,65.35,0.440,3.35,2.61,7734,0,263,,,18.15
"434188 (2003 AD23)",1.645,0.7627,23.34,101.48,241.67,0.390,2.90,2.11,7709,0,208,,,19.09
"434196 (2003 HG2)",1.062,0.1346,19.78,214.24,225.40,0.919,1.21,1.09,7783,0,154,,,21.61
"434326 (2004 JG6)",0.6352,0.5311,18.94,37.01,353.01,0.298,0.97,0.506,6227,1,142,,,18.48
