"full_name","a","e","i","om","w","q","ad","per_y","data_arc","condition_code","n_obs_used","n_del_obs_used","n_dop_obs_used","H"
"       (2021 MD1)",2.565,0.5214,26.61,223.42,104.25,1.228,3.90,4.11,169,4,78,,,19.52
"       (2021 ME1)",1.128,0.1059,15.88,96.50,143.96,1.008,1.25,1.2,14,3,119,3,2,24.00
"       (2021 MF1)",1.478,0.3749,35.22,109.25,72.05,0.924,2.03,1.8,26,7,48,,,20.84
"       (2021 MG1)",2.763,0.6533,24.24,173.93,183.79,0.958,4.57,4.59,3325,0,671,,,18.14
"       (2021 MK1)",0.8077,0.2880,19.24,273.99,198.98,0.575,1.04,0.726,1896,2,316,,,21.32
"       (2021 ML1)",1.343,0.2457,4.07,276.73,332.48,1.013,1.67,1.56,139,5,84,,,24.87
"       (2021 MM1)",2.135,0.3963,5.03,259.64,31.50,1.289,2.98,3.12,10165,0,73,,,21.47
"       (2021 MO1)",2.814,0.5592,14.46,19.73,337.92,1.240,4.39,4.72,199,4,380,,,18.48
"       (2021 MP1)",2.416,0.4979,30.56,326.81,2.34,1.213,3.62,3.76,4011,0,222,,,17.50
"       (2021 MQ1)",1.056,0.3041,32.53,95.50,283.95,0.735,1.38,1.09,19,7,76,,,23.05
"       (2021 MR1)",2.039,0.8702,14.54,238.02,165.35,0.265,3.81,2.91,3273,1,72,,,20.61
"       (2021 MS1)",1.933,0.5780,7.56,142.29,54.25,0.816,3.05,2.69,13,9,31,,,22.16
"       (2021 MT1)",2.475,0.6967,4.56,109.79,239.40,0.751,4.20,3.89,3,7,31,,,25.81
"       (2021 MV1)",1.503,0.3153,4.11,247.97,12.09,1.029,1.98,1.84,14,8,32,,,25.19
"       (2021 MX1)",2.179,0.4131,7.60,143.02,139.58,1.279,3.08,3.22,17,8,16,,,23.18
"       (2021 MY1)",1.929,0.4448,2.07,255.24,36.60,1.071,2.79,2.68,55,6,28,,,25.63
"       (2021 MZ1)",1.95,0.4941,2.82,273.18,332.56,0.987,2.91,2.72,11,7,45,,,25.23
"       (2021 MC2)",1.897,0.7701,58.16,258.17,154.97,0.436,3.36,2.61,11,8,24,,,20.00
"       (2021 MF2)",2.113,0.4321,7.23,262.06,358.30,1.200,3.03,3.07,26,6,18,,,23.52
"       (2021 MG2)",2.244,0.4290,3.81,246.24,39.35,1.281,3.21,3.36,13,7,17,,,23.16
"       (2021 MH2)",1.963,0.4205,34.56,249.57,119.09,1.138,2.79,2.75,46,5,15,,,21.21
"       (2021 MU2)",0.631,0.6213,8.56,80.61,358.10,0.239,1.02,0.501,2920,2,28,,,19.67
"       (2021 MK5)",1.228,0.3729,11.85,231.20,323.05,0.770,1.69,1.36,71,5,25,,,21.79
"       (2021 MO12)",1.871,0.3225,6.98,243.34,15.87,1.268,2.47,2.56,71,5,13,,,21.39
"       (2021 NA)",2.379,0.6018,2.28,101.57,214.63,0.947,3.81,3.67,2,6,41,,,28.55
"       (2021 NB)",2.403,0.5879,0.56,148.77,158.99,0.990,3.82,3.72,5,7,48,,,26.94
"       (2021 NC)",1.285,0.2301,15.23,282.83,307.14,0.989,1.58,1.46,11,8,36,,,24.98
"       (2021 ND)",2.215,0.5219,10.72,268.60,36.84,1.059,3.37,3.3,11,8,34,,,24.66
"       (2021 NE)",2.318,0.5700,6.87,104.15,207.90,0.997,3.64,3.53,3,8,24,,,26.73
"       (2021 NF)",1.057,0.1776,17.69,282.45,95.98,0.870,1.25,1.09,559,2,78,,,24.75
"       (2021 NG)",2.104,0.5182,6.92,106.55,198.33,1.014,3.19,3.05,5,7,60,,,26.21
"       (2021 NK)",2.11,0.5582,6.51,103.66,125.35,0.932,3.29,3.06,5,8,17,,,23.79
"       (2021 NL)",3.237,0.6770,7.40,105.77,208.42,1.045,5.43,5.82,11,8,34,,,24.12
"       (2021 NM)",0.9462,0.5101,2.14,273.57,236.17,0.464,1.43,0.92,2,7,17,,,26.23
"       (2021 NU)",2.131,0.5654,5.87,134.37,220.49,0.926,3.34,3.11,63,5,33,,,23.61
"       (2021 NV)",1.425,0.7453,37.79,121.44,290.27,0.363,2.49,1.7,1891,1,65,,,20.41
"       (2021 NW)",2.25,0.4628,10.09,268.26,36.84,1.209,3.29,3.38,32,6,38,,,22.72
"       (2021 NX)",1.588,0.3185,3.58,107.92,215.23,1.082,2.09,2,2236,0,56,,,25.33
"       (2021 NY)",1.413,0.2140,16.83,270.09,3.58,1.110,1.72,1.68,24,7,34,,,23.90
"       (2021 NZ)",1.484,0.4480,13.32,267.16,285.64,0.819,2.15,1.81,7,8,14,,,23.80
"       (2021 NB1)",3.039,0.5908,30.90,116.29,205.29,1.243,4.83,5.3,4,8,26,,,21.83
"       (2021 NC1)",2.039,0.4389,4.46,149.05,200.16,1.144,2.93,2.91,1228,0,107,,,22.25
"       (2021 ND1)",2.55,0.6088,18.39,111.34,216.85,0.998,4.10,4.07,13,9,22,,,23.38
"       (2021 NE1)",2.005,0.4019,9.04,94.92,215.71,1.199,2.81,2.84,55,7,20,,,23.48
"       (2021 NF1)",2.136,0.3979,6.40,155.02,142.73,1.286,2.99,3.12,5853,0,330,,,19.87
"       (2021 NG1)",1.192,0.1826,9.12,117.01,103.71,0.974,1.41,1.3,21,8,40,,,23.54
"       (2021 NL1)",1.9,0.4308,9.31,295.86,352.10,1.081,2.72,2.62,70,5,95,,,23.04
"       (2021 NM1)",1.273,0.2991,2.07,285.62,292.91,0.892,1.65,1.44,3,7,15,,,29.10
"       (2021 NN1)",2.218,0.5371,3.57,268.17,2.21,1.027,3.41,3.3,12,7,74,,,25.56
"       (2021 NO1)",0.9557,0.0997,18.79,276.93,212.62,0.860,1.05,0.934,2,8,17,,,25.08
"       (2021 NP1)",1.95,0.5538,8.15,235.37,342.00,0.870,3.03,2.72,22,8,54,,,21.54
"       (2021 NQ1)",1.165,0.1475,13.25,286.49,319.51,0.993,1.34,1.26,4,6,31,,,27.28
"       (2021 NR1)",0.917,0.2308,10.42,272.71,221.36,0.705,1.13,0.878,6,6,12,,,25.75
"       (2021 NS1)",1.706,0.3303,16.11,102.75,164.05,1.143,2.27,2.23,39,6,33,,,21.89
"       (2021 NT1)",1.276,0.2549,24.52,298.14,132.84,0.951,1.60,1.44,3874,0,73,,,20.85
"       (2021 NU1)",3.232,0.6860,4.35,56.42,309.79,1.015,5.45,5.81,155,4,135,,,20.92
"       (2021 NV1)",1.489,0.1879,16.22,296.63,43.84,1.210,1.77,1.82,65,7,18,,,23.31
"       (2021 NW1)",2,0.5749,9.42,84.07,310.93,0.850,3.15,2.83,1096,0,44,,,21.51
"       (2021 NX1)",2.132,0.5417,10.64,113.07,210.78,0.977,3.29,3.11,8,8,19,,,25.87
"       (2021 NY1)",2.454,0.5956,6.16,174.74,172.11,0.993,3.92,3.85,152,3,180,2,2,21.84
"       (2021 NZ1)",2.174,0.4154,9.51,88.37,235.36,1.271,3.08,3.2,6844,0,185,,,19.34
"       (2021 ND2)",3.075,0.6433,17.77,39.67,291.86,1.097,5.05,5.39,146,4,130,,,19.49
"       (2021 NE2)",2.111,0.5127,9.83,282.92,8.65,1.029,3.19,3.07,5,7,53,,,26.35
"       (2021 NF2)",1.407,0.4175,28.35,108.64,262.53,0.820,1.99,1.67,6,8,22,,,24.40
"       (2021 NG2)",1.198,0.2151,23.84,103.06,108.47,0.940,1.46,1.31,13,7,21,,,23.18
"       (2021 NH2)",1.267,0.1899,10.00,285.28,43.82,1.027,1.51,1.43,5,8,26,,,25.18
"       (2021 NK2)",1.328,0.2210,23.70,105.50,151.96,1.035,1.62,1.53,2,8,23,,,24.87
"       (2021 NO2)",1.084,0.2901,8.63,293.37,101.01,0.769,1.40,1.13,13,7,23,,,26.22
"       (2021 NQ2)",2.151,0.4789,8.96,101.59,186.92,1.121,3.18,3.16,3,9,15,,,23.67
"       (2021 NR2)",2.09,0.5306,1.91,284.36,330.29,0.981,3.20,3.02,4,7,26,,,26.85
"       (2021 NK3)",2.149,0.4063,7.35,186.54,142.84,1.276,3.02,3.15,1088,1,166,,,21.30
"       (2021 NM3)",1.028,0.2695,3.74,116.18,279.58,0.751,1.31,1.04,6,7,30,,,26.61
"       (2021 NN3)",2.127,0.5052,8.48,280.60,7.06,1.052,3.20,3.1,6,8,25,,,25.36
"       (2021 NO3)",1.778,0.6751,2.33,83.39,309.02,0.577,2.98,2.37,8,8,28,,,23.57
"       (2021 NP3)",2.575,0.5996,33.30,110.85,189.71,1.031,4.12,4.13,4,9,32,,,23.35
"       (2021 NQ3)",1.542,0.3224,7.87,281.07,63.51,1.045,2.04,1.91,2,9,17,,,24.20
"       (2021 NR3)",0.7743,0.3417,9.93,103.76,17.46,0.510,1.04,0.681,7,7,16,,,24.97
"       (2021 NT3)",2.181,0.4592,9.73,141.39,185.85,1.179,3.18,3.22,114,4,161,,,21.36
"       (2021 NU3)",1.956,0.5442,4.07,107.00,129.95,0.892,3.02,2.74,8,7,15,,,28.64
"       (2021 NX3)",2.551,0.5689,9.37,279.30,334.62,1.100,4.00,4.07,61,6,44,,,21.80
"       (2021 NY3)",1.483,0.4307,12.19,289.78,65.19,0.844,2.12,1.81,3,7,39,,,26.01
"       (2021 NL4)",1.327,0.3897,4.02,331.15,51.01,0.810,1.84,1.53,20,8,41,,,23.56
"       (2021 NM4)",1.222,0.2109,20.88,110.71,130.66,0.964,1.48,1.35,6,7,70,,,24.90
"       (2021 NY4)",1.483,0.2907,2.12,140.93,200.88,1.052,1.91,1.81,115,5,92,,,24.34
"       (2021 NC5)",2.293,0.8688,7.67,141.01,295.20,0.301,4.29,3.47,8,8,20,,,20.44
"       (2021 NO5)",2.129,0.4512,7.14,17.63,252.88,1.168,3.09,3.11,2066,0,45,,,21.35
"       (2021 NP5)",2.127,0.4907,8.02,282.21,340.96,1.083,3.17,3.1,4,8,18,,,25.73
"       (2021 NR5)",1.682,0.7174,9.42,136.63,36.15,0.475,2.89,2.18,5,9,17,,,22.33
"       (2021 NS5)",2.633,0.5976,10.58,30.64,336.66,1.059,4.21,4.27,3534,0,306,,,18.43
"       (2021 NT5)",1.293,0.2647,7.30,289.04,52.11,0.951,1.64,1.47,2,7,25,,,27.12
"       (2021 NU5)",2.126,0.5033,3.08,61.98,267.89,1.056,3.20,3.1,85,5,46,,,23.50
"       (2021 NV5)",2.424,0.6035,1.71,286.82,37.95,0.961,3.89,3.77,2,7,49,,,27.04
"       (2021 NW5)",2.738,0.5350,14.57,340.88,327.01,1.273,4.20,4.53,109,4,205,,,20.35
"       (2021 NY5)",2.478,0.5811,11.36,91.89,301.54,1.038,3.92,3.9,208,4,114,,,20.31
"       (2021 NZ5)",2.13,0.4240,4.81,231.09,78.65,1.227,3.03,3.11,49,6,37,,,23.76
"       (2021 NA6)",2.091,0.4047,5.14,212.44,77.30,1.245,2.94,3.02,2108,0,34,,,23.38
"       (2021 NB6)",1.437,0.2891,6.34,117.97,176.61,1.022,1.85,1.72,7,6,45,,,26.71
"       (2021 NC6)",1.44,0.3875,1.88,208.65,156.77,0.882,2.00,1.73,23,8,27,,,23.36
"       (2021 NZ7)",2.191,0.4868,10.42,292.46,357.63,1.124,3.26,3.24,21,8,27,,,24.88
"       (2021 NA8)",2.227,0.5631,6.85,114.93,212.34,0.973,3.48,3.32,2,7,25,,,26.20
"       (2021 NB8)",1.237,0.2682,5.74,106.62,115.12,0.905,1.57,1.38,1,8,9,,,28.15
"       (2021 NC8)",2.098,0.4383,6.70,113.56,233.03,1.178,3.02,3.04,2204,0,139,,,21.59
"       (2021 NL8)",2.172,0.5555,0.73,99.44,145.78,0.966,3.38,3.2,1,8,11,,,26.40
"       (2021 NM8)",2.423,0.6033,16.06,306.54,23.84,0.961,3.88,3.77,68,5,37,,,22.00
"       (2021 NQ8)",1.113,0.3268,8.49,284.38,106.67,0.749,1.48,1.17,4,7,29,,,24.69
"       (2021 NR8)",2.199,0.4405,3.44,344.13,310.31,1.230,3.17,3.26,21,7,15,,,22.84
"       (2021 NS8)",1.091,0.1913,2.00,248.40,157.23,0.882,1.30,1.14,33,6,29,,,25.02
"       (2021 NT8)",1.24,0.4758,37.43,134.17,339.26,0.650,1.83,1.38,2945,1,50,,,19.66
"       (2021 NU8)",2.29,0.4504,7.47,149.29,140.90,1.259,3.32,3.47,49,5,28,,,23.06
"       (2021 NV8)",1.237,0.2203,2.68,98.69,139.23,0.965,1.51,1.38,4,8,11,,,25.35
"       (2021 NW8)",2.098,0.4897,8.23,119.11,179.14,1.071,3.13,3.04,20,8,24,,,24.95
"       (2021 NM10)",2.677,0.5657,27.13,114.88,67.75,1.163,4.19,4.38,5,9,18,,,19.41
"       (2021 NT14)",1.559,0.4086,6.72,41.45,15.08,0.922,2.20,1.95,2222,0,156,,,20.69
"       (2021 NM39)",2.039,0.4824,4.74,135.54,266.92,1.055,3.02,2.91,2246,0,221,,,20.31
"       (2021 OD)",1.447,0.1247,32.12,129.72,212.25,1.267,1.63,1.74,3427,0,97,,,20.26
"       (2021 OF)",2.125,0.5163,9.58,130.99,177.31,1.028,3.22,3.1,13,7,47,,,24.07
"       (2021 OH)",1.283,0.2743,10.05,112.07,125.53,0.931,1.63,1.45,2,7,17,,,26.75
"       (2021 OJ)",0.8646,0.3983,42.80,303.89,167.03,0.520,1.21,0.804,32,6,20,,,22.60
"       (2021 OK)",1.419,0.2261,22.16,108.45,187.84,1.098,1.74,1.69,3,9,17,,,23.38
"       (2021 OM)",1.351,0.1435,16.20,115.01,216.28,1.157,1.55,1.57,36,6,19,,,23.07
"       (2021 ON)",1.955,0.4624,11.11,116.08,157.08,1.051,2.86,2.73,6,8,20,,,24.12
"       (2021 OP)",1.156,0.2222,45.90,296.97,81.72,0.899,1.41,1.24,8,8,57,,,24.47
"       (2021 OQ)",1.381,0.3503,9.55,116.93,239.94,0.898,1.87,1.62,1,7,19,,,25.57
"       (2021 OS)",0.8107,0.4325,15.45,294.32,218.09,0.460,1.16,0.73,4015,0,187,,,22.04
"       (2021 OT)",0.9947,0.3003,16.49,117.15,66.33,0.696,1.29,0.992,1,6,53,,,26.24
"       (2021 OV)",1.251,0.4663,2.91,298.47,93.74,0.668,1.83,1.4,,9,12,,,27.75
"       (2021 OW)",2.789,0.6482,14.63,128.48,130.94,0.981,4.60,4.66,25,8,79,,,22.17
"       (2021 OX)",1.342,0.3084,27.12,317.19,95.24,0.928,1.76,1.55,5140,0,214,,,21.28
"       (2021 OY)",2.676,0.6135,3.28,124.61,195.40,1.034,4.32,4.38,36,7,56,,,25.68
"       (2021 OZ)",0.9754,0.0789,17.86,310.56,206.10,0.898,1.05,0.963,39,6,154,,,23.39
"       (2021 OA1)",1.704,0.3852,6.63,131.40,197.98,1.048,2.36,2.22,15,7,73,,,24.27
"       (2021 OB1)",1.889,0.5019,4.76,302.03,52.61,0.941,2.84,2.6,4,7,50,,,25.76
"       (2021 OC1)",0.7506,0.4481,9.84,304.30,204.27,0.414,1.09,0.65,2,7,22,,,26.91
"       (2021 OD1)",0.8347,0.2700,11.36,127.83,332.39,0.609,1.06,0.763,1,5,29,,,28.27
"       (2021 OE1)",2.4,0.5897,3.09,312.19,26.12,0.985,3.82,3.72,9,7,21,,,26.19
"       (2021 OF1)",1.631,0.4192,10.61,301.95,71.07,0.947,2.31,2.08,40,6,56,,,23.59
"       (2021 OG1)",2.135,0.5371,0.84,318.91,322.04,0.988,3.28,3.12,18,7,48,,,24.97
"       (2021 OJ1)",1.471,0.3389,12.76,126.25,143.60,0.972,1.97,1.78,10,8,22,,,25.09
"       (2021 OK1)",2.177,0.5828,8.80,306.15,313.22,0.908,3.45,3.21,14,7,26,,,26.89
"       (2021 OO1)",1.046,0.1170,39.63,308.63,93.76,0.923,1.17,1.07,4,7,120,,,24.36
"       (2021 OP1)",1.374,0.1361,20.91,313.80,340.24,1.187,1.56,1.61,944,2,26,,,22.91
"       (2021 OS1)",1.871,0.4566,5.14,319.08,27.53,1.017,2.72,2.56,35,6,47,,,24.77
"       (2021 OT1)",1.674,0.4730,12.37,279.54,311.53,0.882,2.47,2.17,3,9,30,,,22.56
"       (2021 OX1)",2.779,0.5351,6.86,107.03,272.09,1.292,4.27,4.63,3281,0,92,,,19.70
"       (2021 OC2)",2.852,0.5471,22.76,328.44,349.66,1.292,4.41,4.82,19,9,13,,,20.50
"       (2021 OH2)",1.115,0.1573,2.94,287.56,295.11,0.939,1.29,1.18,47,5,48,,,25.06
"       (2021 OJ2)",1.438,0.3341,12.75,124.92,248.77,0.958,1.92,1.72,14,8,16,,,24.32
"       (2021 OV2)",2.188,0.4897,14.89,323.80,305.51,1.116,3.26,3.24,53,5,51,,,21.57
"       (2021 OC5)",1.012,0.3742,17.97,42.48,125.79,0.633,1.39,1.02,1885,0,103,,,18.31
"       (2021 OY20)",1.554,0.3234,22.36,46.55,8.05,1.051,2.06,1.94,880,0,238,,,19.66
"       (2021 PA)",1.775,0.5763,1.69,315.51,277.65,0.752,2.80,2.36,2,7,49,,,24.85
"       (2021 PB)",1.778,0.3981,5.96,123.78,221.21,1.070,2.49,2.37,102,4,59,,,23.49
"       (2021 PC)",1.794,0.4438,16.54,130.24,160.31,0.998,2.59,2.4,1,6,36,,,26.72
"       (2021 PE)",1.387,0.1848,9.31,316.84,343.89,1.131,1.64,1.63,30,7,37,,,24.28
"       (2021 PF)",1.801,0.5445,7.70,140.47,97.58,0.820,2.78,2.42,26,7,23,,,23.40
"       (2021 PG)",2.09,0.5033,7.84,146.47,156.45,1.038,3.14,3.02,2299,0,127,,,23.28
"       (2021 PH)",1.138,0.1077,41.71,129.19,349.51,1.015,1.26,1.21,13,8,22,,,22.89
"       (2021 PJ)",1.562,0.3462,9.68,308.73,7.89,1.021,2.10,1.95,13,7,149,,,23.44
"       (2021 PK)",2.043,0.5419,6.42,129.74,133.33,0.936,3.15,2.92,9,8,22,,,26.40
"       (2021 PO)",1.813,0.8361,8.97,309.43,145.29,0.297,3.33,2.44,2854,1,155,,,19.37
"       (2021 PP)",1.368,0.3573,3.43,146.16,229.76,0.880,1.86,1.6,5,7,156,,,24.18
"       (2021 PT)",1.225,0.2462,10.15,152.30,234.00,0.924,1.53,1.36,2873,0,335,,,21.87
"       (2021 PU)",2.445,0.5105,3.02,346.91,295.70,1.197,3.69,3.82,6,8,19,,,23.23
"       (2021 PV)",1.025,0.3810,16.10,140.22,301.56,0.634,1.42,1.04,13,7,34,,,24.75
"       (2021 PX)",1.413,0.3629,4.27,137.50,106.20,0.900,1.93,1.68,1,8,9,,,26.27
"       (2021 PY)",1.498,0.2975,6.44,307.55,328.66,1.052,1.94,1.83,1,8,12,,,26.63
"       (2021 PZ)",1.851,0.3780,2.12,145.72,152.26,1.151,2.55,2.52,54,7,18,,,25.37
"       (2021 PA1)",2.455,0.6847,0.63,298.53,82.67,0.774,4.14,3.85,4,7,42,,,27.07
"       (2021 PB1)",2.282,0.4628,13.90,150.19,137.33,1.226,3.34,3.45,28,6,20,,,23.33
"       (2021 PF1)",1.451,0.3075,9.06,305.58,318.70,1.005,1.90,1.75,16,7,14,,,25.94
"       (2021 PG1)",2.001,0.7859,8.08,199.75,352.72,0.428,3.57,2.83,28,7,16,,,21.27
"       (2021 PH1)",2.189,0.4506,13.01,286.09,20.69,1.202,3.18,3.24,45,7,35,,,20.92
"       (2021 PJ1)",1.211,0.3431,0.37,232.64,169.63,0.796,1.63,1.33,10,4,80,0,1,25.84
"       (2021 PK1)",1.308,0.3016,14.87,134.31,104.68,0.913,1.70,1.5,1,8,14,,,25.95
"       (2021 PL1)",1.498,0.2235,29.02,139.99,246.26,1.164,1.83,1.83,904,2,27,,,21.95
"       (2021 PM1)",2.641,0.6381,0.78,195.12,152.54,0.956,4.33,4.29,4,7,53,,,25.44
"       (2021 PN1)",1.755,0.6078,3.34,316.17,81.86,0.688,2.82,2.33,4,7,76,,,24.94
"       (2021 PO1)",1.052,0.3143,6.37,115.74,71.66,0.721,1.38,1.08,7,8,11,,,24.26
"       (2021 PP1)",1.206,0.3395,29.44,139.56,58.72,0.796,1.62,1.32,2,8,20,,,22.89
"       (2021 PQ1)",2.434,0.4925,2.55,157.25,126.56,1.235,3.63,3.8,27,7,39,,,22.68
"       (2021 PT1)",2.296,0.5001,0.54,191.44,162.57,1.148,3.44,3.48,68,6,39,,,23.86
"       (2021 PU1)",1.274,0.1279,20.08,322.23,320.99,1.111,1.44,1.44,8,7,20,,,22.79
"       (2021 PV1)",2.161,0.5369,1.24,303.47,31.72,1.001,3.32,3.18,2,8,24,,,27.53
"       (2021 PX1)",1.055,0.2501,3.85,315.12,99.54,0.791,1.32,1.08,624,2,46,,,24.45
"       (2021 PY1)",2.175,0.5194,2.66,288.23,59.94,1.045,3.30,3.21,2,8,12,,,25.96
"       (2021 PZ1)",2.365,0.6002,0.38,312.18,43.18,0.946,3.78,3.64,5,7,35,,,26.12
"       (2021 PA2)",2.636,0.6347,5.39,4.77,62.59,0.963,4.31,4.28,6197,0,268,,,19.21
"       (2021 PB2)",0.7174,0.1500,24.83,234.97,278.32,0.610,0.83,0.608,4448,1,51,,,18.78
"       (2021 PC2)",1.609,0.4087,11.55,129.01,132.66,0.951,2.27,2.04,9,8,23,,,24.66
"       (2021 PD2)",2.145,0.3971,5.28,296.60,21.11,1.293,3.00,3.14,66,5,41,,,22.46
"       (2021 PE2)",2.234,0.4351,8.13,98.89,226.65,1.262,3.21,3.34,61,6,28,,,22.23
"       (2021 PF2)",1.615,0.3535,2.79,207.87,160.09,1.044,2.19,2.05,122,4,101,,,24.36
"       (2021 PG2)",1.694,0.4152,6.18,291.35,74.06,0.991,2.40,2.2,30,7,28,,,23.88
"       (2021 PH2)",0.8727,0.6006,10.07,315.29,214.69,0.349,1.40,0.815,1925,1,124,,,21.56
"       (2021 PJ2)",2.198,0.6234,6.59,321.99,275.40,0.828,3.57,3.26,8,9,36,,,22.95
"       (2021 PK2)",0.9798,0.2149,6.59,294.78,134.06,0.769,1.19,0.97,3,7,22,,,23.84
"       (2021 PL2)",1.149,0.2521,11.35,139.39,261.92,0.859,1.44,1.23,5,7,44,,,26.21
"       (2021 PO2)",1.761,0.4123,32.41,323.99,324.25,1.035,2.49,2.34,54,6,113,,,20.40
"       (2021 PP2)",1.138,0.0865,10.45,140.38,175.77,1.040,1.24,1.21,9,6,87,,,25.71
"       (2021 PQ2)",2.622,0.5350,3.04,117.60,200.64,1.219,4.03,4.25,34,6,59,,,22.85
"       (2021 PR2)",1.887,0.4312,4.44,164.50,190.77,1.074,2.70,2.59,112,4,292,,,22.50
"       (2021 PU2)",2.247,0.5038,6.10,143.36,243.78,1.115,3.38,3.37,151,5,39,,,21.55
"       (2021 PV2)",2.325,0.5277,8.10,167.01,226.00,1.098,3.55,3.55,147,5,53,,,21.44
"       (2021 PW2)",0.8558,0.2721,5.52,127.01,350.73,0.623,1.09,0.792,8,7,18,,,25.68
"       (2021 PA3)",1.396,0.2920,3.22,148.74,121.99,0.988,1.80,1.65,1,7,14,,,27.35
"       (2021 PJ3)",2.415,0.5192,11.65,179.40,237.48,1.161,3.67,3.75,4131,0,56,,,19.60
"       (2021 PK3)",2.109,0.4461,5.17,15.59,289.57,1.168,3.05,3.06,1218,0,36,,,22.70
"       (2021 PL3)",2.594,0.5286,18.26,141.32,231.85,1.223,3.97,4.18,81,6,28,,,22.33
"       (2021 PM3)",1.995,0.3663,7.17,307.47,343.18,1.264,2.73,2.82,1156,3,35,,,21.07
"       (2021 PS3)",1.561,0.5568,9.33,295.53,279.64,0.692,2.43,1.95,2,9,17,,,23.73
"       (2021 PT3)",1.294,0.2773,3.21,115.93,138.25,0.935,1.65,1.47,4,7,24,,,25.66
"       (2021 PH4)",2.716,0.6496,6.73,58.11,330.54,0.952,4.48,4.48,174,5,94,,,21.20
"       (2021 PJ4)",2.462,0.6770,2.10,137.11,253.04,0.795,4.13,3.86,15,8,66,,,24.26
"       (2021 PK4)",1.268,0.3609,11.77,134.67,103.57,0.811,1.73,1.43,2,8,15,,,28.19
"       (2021 PL4)",1.366,0.2292,6.86,313.98,17.16,1.053,1.68,1.6,2,7,12,,,27.62
"       (2021 PM4)",1.881,0.4291,2.60,161.90,144.51,1.074,2.69,2.58,29,7,24,,,26.58
"       (2021 PN4)",2.065,0.4177,4.45,99.14,191.55,1.202,2.93,2.97,6,8,14,,,23.95
"       (2021 PV4)",1.768,0.2722,16.36,331.43,16.73,1.287,2.25,2.35,64,5,18,,,22.00
"       (2021 PW4)",1.642,0.3856,1.20,188.39,99.83,1.009,2.28,2.1,34,6,84,,,24.91
"       (2021 PX4)",2.091,0.4474,7.01,148.49,187.80,1.156,3.03,3.02,31,6,19,,,24.61
"       (2021 PY4)",1.929,0.5992,14.35,133.07,111.08,0.773,3.08,2.68,3,8,11,,,26.54
"       (2021 PZ4)",3.252,0.6873,10.45,333.60,35.51,1.017,5.49,5.87,30,6,55,,,24.02
"       (2021 PE5)",1.69,0.4448,18.52,332.88,282.98,0.938,2.44,2.2,566,2,51,,,20.62
"       (2021 PF5)",1.688,0.4558,23.49,138.22,240.90,0.919,2.46,2.19,5,8,53,,,24.39
"       (2021 PG5)",1.558,0.3938,0.84,138.02,226.94,0.944,2.17,1.94,13,7,58,,,26.36
"       (2021 PH5)",1.101,0.0683,8.43,137.43,144.76,1.026,1.18,1.16,8,7,24,,,26.81
"       (2021 PK5)",2.348,0.5697,12.34,327.08,17.35,1.010,3.69,3.6,8,8,33,,,22.98
"       (2021 PL5)",2.227,0.4357,6.52,111.32,215.39,1.257,3.20,3.32,20,7,17,,,23.75
"       (2021 PM5)",1.463,0.4409,2.78,179.68,225.40,0.818,2.11,1.77,20,7,22,,,25.42
"       (2021 PN5)",1.354,0.2371,6.30,141.41,235.94,1.033,1.67,1.57,49,6,26,,,25.32
"       (2021 PO5)",1.718,0.3029,19.80,137.85,216.58,1.197,2.24,2.25,2,8,15,,,23.96
"       (2021 PP5)",1.339,0.2314,11.21,135.69,208.09,1.029,1.65,1.55,2,7,13,,,26.55
"       (2021 PP6)",1.791,0.4001,8.02,148.01,120.53,1.075,2.51,2.4,36,5,28,,,22.88
"       (2021 PQ6)",1.037,0.3670,3.29,305.77,155.43,0.656,1.42,1.06,678,2,55,,,22.95
"       (2021 PR6)",1.282,0.2257,8.99,128.56,270.33,0.992,1.57,1.45,175,4,34,,,24.01
"       (2021 PS6)",2.188,0.6061,15.38,321.13,65.83,0.862,3.51,3.24,8,8,17,,,24.91
"       (2021 PT6)",2.806,0.6120,15.81,168.40,237.67,1.089,4.52,4.7,150,4,95,,,21.23
"       (2021 PC7)",0.83,0.3133,35.37,352.97,145.38,0.570,1.09,0.756,3307,1,55,,,19.39
"       (2021 PD7)",1.542,0.7019,4.59,329.57,243.10,0.460,2.62,1.91,735,2,80,,,22.02
"       (2021 PE7)",1.375,0.2351,7.37,137.83,283.05,1.052,1.70,1.61,2,8,15,,,23.64
"       (2021 PF7)",0.9829,0.2153,1.93,119.17,78.76,0.771,1.19,0.975,4,6,10,,,27.81
"       (2021 PG7)",2.606,0.6142,4.40,148.30,208.56,1.006,4.21,4.21,4,8,29,,,25.33
"       (2021 PS8)",2.505,0.5380,8.62,255.59,150.31,1.157,3.85,3.96,1656,0,50,,,20.35
"       (2021 PB9)",2.45,0.5780,10.48,324.05,6.63,1.034,3.87,3.84,4,8,48,,,24.40
"       (2021 PC9)",1.846,0.6679,11.30,315.44,267.83,0.613,3.08,2.51,64,5,44,,,21.20
"       (2021 PD9)",2.358,0.4903,1.87,196.36,185.08,1.202,3.51,3.62,116,5,152,,,22.15
"       (2021 PE9)",0.9514,0.3980,22.28,281.63,244.21,0.573,1.33,0.928,23,8,16,,,22.06
"       (2021 PF9)",1.15,0.1054,4.95,134.20,157.86,1.029,1.27,1.23,4,6,12,,,28.52
